timestamp,delta_c,delta_th,delta_l,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
1783347734990,-0.249,-0.059,-0.227,0.453,0.047,1.749,0.659,slouch
1783347735067,-0.251,-0.06,-0.227,0.449,0.047,1.746,0.657,slouch
1783347735130,-0.25,-0.056,-0.227,0.449,0.046,1.75,0.657,slouch
1783347735207,-0.249,-0.059,-0.227,0.451,0.045,1.775,0.658,slouch
1783347735283,-0.248,-0.057,-0.227,0.449,0.043,1.772,0.657,slouch
1783347735361,-0.249,-0.06,-0.227,0.447,0.042,1.769,0.657,slouch
1783347735438,-0.25,-0.059,-0.226,0.447,0.041,1.771,0.657,slouch
1783347735515,-0.249,-0.057,-0.227,0.448,0.04,1.773,0.657,slouch
1783347735607,-0.248,-0.065,-0.227,0.448,0.04,1.774,0.656,slouch
1783347735683,-0.248,-0.057,-0.227,0.448,0.039,1.779,0.656,slouch
1783347735761,-0.249,-0.058,-0.227,0.444,0.036,1.778,0.654,slouch
1783347735821,-0.247,-0.058,-0.226,0.441,0.035,1.752,0.653,slouch
1783347735897,-0.251,-0.06,-0.225,0.439,0.032,1.745,0.652,slouch
1783347735975,-0.25,-0.058,-0.228,0.438,0.03,1.74,0.651,slouch
1783347736036,-0.247,-0.059,-0.226,0.438,0.029,1.744,0.651,slouch
1783347736114,-0.247,-0.058,-0.225,0.44,0.027,1.749,0.653,slouch
1783347736191,-0.247,-0.059,-0.229,0.442,0.025,1.751,0.654,slouch
1783347736253,-0.248,-0.06,-0.226,0.441,0.024,1.742,0.653,slouch
1783347736332,-0.249,-0.06,-0.219,0.44,0.022,1.734,0.652,slouch
1783347736409,-0.248,-0.059,-0.225,0.433,0.017,1.721,0.649,slouch
1783347736471,-0.247,-0.059,-0.226,0.433,0.019,1.726,0.649,slouch
1783347736549,-0.248,-0.062,-0.227,0.434,0.02,1.728,0.65,slouch
1783347736625,-0.248,-0.059,-0.226,0.434,0.02,1.728,0.65,slouch
1783347736701,-0.25,-0.058,-0.226,0.433,0.02,1.725,0.649,slouch
1783347736778,-0.248,-0.059,-0.227,0.43,0.02,1.723,0.648,slouch
1783347736855,-0.25,-0.058,-0.227,0.429,0.017,1.736,0.647,slouch
1783347736932,-0.249,-0.059,-0.226,0.424,0.019,1.72,0.645,slouch
1783347736994,-0.248,-0.06,-0.227,0.424,0.019,1.72,0.645,slouch
1783347737072,-0.249,-0.06,-0.229,0.422,0.026,1.719,0.645,slouch
1783347737150,-0.248,-0.061,-0.228,0.416,0.027,1.718,0.642,slouch
1783347737211,-0.248,-0.06,-0.225,0.415,0.031,1.716,0.641,slouch
1783347737288,-0.249,-0.062,-0.226,0.414,0.033,1.714,0.64,slouch
1783347737365,-0.247,-0.06,-0.227,0.414,0.031,1.723,0.639,slouch
1783347737427,-0.251,-0.06,-0.226,0.425,0.025,1.755,0.644,slouch
1783347737505,-0.249,-0.06,-0.227,0.433,0.016,1.722,0.646,slouch
1783347737583,-0.245,-0.059,-0.227,0.436,0.016,1.722,0.647,slouch
1783347737644,-0.247,-0.05,-0.227,0.439,0.016,1.723,0.648,slouch
1783347737723,-0.25,-0.059,-0.228,0.438,0.015,1.728,0.648,slouch
1783347737798,-0.248,-0.06,-0.226,0.439,0.015,1.742,0.649,slouch
1783347737890,-0.248,-0.059,-0.228,0.44,0.015,1.752,0.649,slouch
1783347737951,-0.249,-0.06,-0.227,0.439,0.016,1.765,0.651,slouch
1783347738028,-0.249,-0.059,-0.228,0.436,0.017,1.771,0.649,slouch
1783347738105,-0.248,-0.059,-0.227,0.436,0.017,1.771,0.65,slouch
1783347738166,-0.25,-0.06,-0.227,0.432,0.013,1.77,0.649,slouch
1783347738244,-0.248,-0.059,-0.227,0.429,0.012,1.767,0.648,slouch
1783347738322,-0.249,-0.059,-0.227,0.429,0.009,1.77,0.648,slouch
1783347738399,-0.248,-0.058,-0.226,0.429,0.008,1.77,0.648,slouch
1783347738462,-0.248,-0.058,-0.226,0.429,0.007,1.771,0.648,slouch
1783347738538,-0.25,-0.058,-0.227,0.426,0.007,1.765,0.647,slouch
1783347738616,-0.249,-0.06,-0.226,0.425,0.009,1.795,0.646,slouch
1783347738680,-0.248,-0.058,-0.227,0.424,0.011,1.806,0.646,slouch
1783347738756,-0.249,-0.058,-0.225,0.413,0.007,1.793,0.641,slouch
1783347738833,-0.248,-0.059,-0.227,0.408,0.006,1.792,0.637,slouch
1783347738895,-0.237,-0.058,-0.227,0.409,0.002,1.789,0.639,slouch
1783347738972,-0.248,-0.06,-0.227,0.409,0.002,1.789,0.638,slouch
1783347739049,-0.248,-0.058,-0.227,0.408,0.001,1.789,0.638,slouch
1783347739126,-0.249,-0.061,-0.227,0.409,0.001,1.792,0.639,slouch
1783347739204,-0.248,-0.057,-0.226,0.408,0.001,1.792,0.639,slouch
1783347739282,-0.248,-0.058,-0.227,0.407,0.001,1.791,0.638,slouch
1783347739344,-0.25,-0.056,-0.227,0.405,0.0,1.783,0.637,slouch
1783347739421,-0.252,-0.059,-0.226,0.403,0.0,1.784,0.636,slouch
1783347739499,-0.248,-0.058,-0.23,0.402,0.0,1.784,0.636,slouch
1783347739575,-0.249,-0.057,-0.227,0.403,0.0,1.785,0.636,slouch
1783347739638,-0.252,-0.06,-0.227,0.404,0.0,1.785,0.637,slouch
1783347739717,-0.249,-0.057,-0.226,0.404,0.001,1.772,0.637,slouch
1783347739794,-0.251,-0.058,-0.227,0.405,0.001,1.776,0.638,slouch
1783347739871,-0.249,-0.056,-0.228,0.405,0.001,1.777,0.638,slouch
1783347739932,-0.249,-0.056,-0.228,0.405,0.001,1.773,0.638,slouch
1783347740011,-0.247,-0.056,-0.228,0.406,0.003,1.775,0.639,slouch
1783347740087,-0.248,-0.055,-0.227,0.407,0.004,1.777,0.639,slouch
1783347740166,-0.249,-0.054,-0.226,0.407,0.004,1.777,0.639,slouch
